,Unnamed: 0,Name,Keywords (10),Top Keywords List,Top Keywords,region,Price_range,lun_di,save,Category,Category_1,Location_y,Location_1,Label,Rating,Review,avg_lunch,avg_dinner,min_lunch,max_lunch,min_dinner,max_dinner,region_1
89,89,오스테리아 파로,"음식, 파스타, 맛있었어요, 분위기, 뇨끼, 메뉴, 주문, 좋은, 스테이크, 트러플","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 서울숲6길,점심 저녁 동일가 1 - 7만원,저녁,"2,238",파스타,양식,서울숲,성동구,예약,4.5,112,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,서울특별시 성동구 서울숲6길
90,90,옥스라이브파이어그릴 성수,"음식, 기념일, 좋은, 분위기, 와인, 시간, 직원, 코스, 식사, 고민","['친절한', '주류', '특별한 날', '분위기 좋은']","친절한, 주류, 특별한 날, 분위기 좋은",서울특별시 성동구 둘레15길,점심 영업안함 · 저녁 9.8만원,저녁,"2,370",코스요리,퓨전,성수,성동구,예약,4.9,207,영업안함,98000.0,,,98000.0,98000.0,서울특별시 성동구 둘레15길
91,91,온류,"메뉴, 음식, 파스타, 김밥, 분위기, 식사, 육회, 한식, 맛있었어요, 문어","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 서울숲2길,점심 저녁 동일가 1 - 3만원,점심,"3,800",한식,한식,서울숲,성동구,예약,4.8,243,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 서울숲2길
92,92,온슬,"맛있어요, 음식, 분위기, 성수, 파스타, 메뉴, 친구, 온슬, 맛있어서, 새우","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 연무장7가길,점심 영업안함 · 저녁 2 - 3만원,저녁,884,"회,사시미",일식,성수,성동구,예약,4.3,71,영업안함,25000.0,,,20000.0,30000.0,서울특별시 성동구 연무장7가길
93,93,올드핸즈,"스테이크, 애플파이, 디저트, 샐러드, 예약, 시간, 최고, 음식, 준비, 고기",['추천하는'],추천하는,서울특별시 성동구 금호로,점심 저녁 동일가 1 - 3만원,저녁,"4,256","스테이크,립",양식,금호,성동구,예약,4.9,397,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 금호로
94,94,와이즈오렌지(The wise orange),"분위기, 음식, 좋고, 와인, 메뉴, 스테이크, 맛있었어요, 파스타, 맛있게, 서비스","['서비스 좋은', '주류', '음식이 맛있는', '분위기 좋은']","서비스 좋은, 주류, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 독서당로39길,점심 저녁 동일가 1 - 3만원,점심,"1,089",양식,양식,옥수,성동구,예약,4.7,104,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 독서당로39길
95,95,요시 성수,"함바, 맛있어요, 일본, 소스, 육즙, 직원, 함박, 고기, 맛있게, 맛있는","['친절한', '음식이 맛있는']","친절한, 음식이 맛있는",서울특별시 성동구 서울숲6길,점심 저녁 동일가 1 - 4만원,점심,639,일식,일식,서울숲,성동구,웨이팅,4.0,99,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 서울숲6길
96,96,우바(UVA) 성수,"피자, 분위기, 서울숲, 와인, 파스타, 성수, 좋은, 메뉴, 음식, 맛집","['주류', '음식이 맛있는', '분위기 좋은']","주류, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 서울숲2길,점심 저녁 동일가 1 - 4만원,점심,"1,321",이탈리아음식,양식,서울숲,성동구,예약,4.7,106,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 서울숲2길
97,97,원기옥,"메뉴, 음식, 좋은, 모시, 부모님, 가족, 모임, 예약, 주문, 차림",['특별한 날'],특별한 날,서울특별시 성동구 아차산로17길,점심 저녁 동일가 1 - 3만원,저녁,"3,610",한식,한식,성수,성동구,예약,4.5,449,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,서울특별시 성동구 아차산로17길
98,98,유어네이키드치즈 성수점,"치즈, 와인, 플래터, 분위기, 메뉴, 추천, 친구, 좋아요, 기분, 음식","['주류', '분위기 좋은', '추천하는']","주류, 분위기 좋은, 추천하는",서울특별시 성동구 왕십리로10길,점심 저녁 동일가 2 - 5만원,저녁,"3,475",와인,주류,성수,성동구,예약,4.7,236,35000.0,35000.0,20000.0,50000.0,20000.0,50000.0,서울특별시 성동구 왕십리로10길
99,99,이오로비스트로 성수점,"파스타, 음식, 맛있었어요, 메뉴, 명란, 토마, 매콤, 마키, 후토, 맛있게",['음식이 맛있는'],음식이 맛있는,서울특별시 성동구 연무장5길,점심 저녁 동일가 1 - 3만원,점심,927,퓨전음식,퓨전,성수,성동구,예약,4.2,96,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 연무장5길
100,100,이와자루,"음식, 좋은, 분위기, 추천, 메뉴, 안주, 직원, 자루, 최고, 가도","['친절한', '분위기 좋은', '추천하는']","친절한, 분위기 좋은, 추천하는",서울시 성동구 연무장,점심 영업안함 · 저녁 1 - 3만원,저녁,754,이자카야,일식,성수,성동구,예약,5.0,77,영업안함,20000.0,,,10000.0,30000.0,서울시 성동구 연무장
101,101,정이담,"음식, 직원, 맛있고, 식사, 예약, 메뉴, 좋은, 가족, 맛있게, 좋고","['친절한', '음식이 맛있는']","친절한, 음식이 맛있는",서울특별시 성동구 왕십리로,점심 저녁 동일가 1 - 4만원,점심,226,한식,한식,서울숲,성동구,웨이팅,3.7,70,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 왕십리로
102,102,정이담,"음식, 직원, 맛있고, 식사, 예약, 메뉴, 좋은, 가족, 맛있게, 좋고","['친절한', '음식이 맛있는']","친절한, 음식이 맛있는",서울특별시 성동구 왕십리로,점심 저녁 동일가 1 - 4만원,점심,226,한식,한식,서울숲,성동구,예약,3.7,70,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 왕십리로
103,103,정이담,"음식, 직원, 맛있고, 식사, 예약, 메뉴, 좋은, 가족, 맛있게, 좋고","['친절한', '음식이 맛있는']","친절한, 음식이 맛있는",서울특별시 성동구 왕십리로,점심 저녁 동일가 1 - 4만원,점심,226,한식,한식,서울숲,성동구,예약-웨이팅,3.7,70,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 왕십리로
104,104,제이드앤워터 (Jade & Water),"음식, 파스타, 메뉴, 분위기, 맛있어요, 와인, 맛있었어요, 다른, 리가토니, 몬테","['주류', '음식이 맛있는', '분위기 좋은']","주류, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 한림말3길,점심 1 - 3만원 · 저녁 2 - 5만원,저녁,"8,339",브런치,양식,옥수,성동구,예약,4.6,754,20000.0,35000.0,10000.0,30000.0,20000.0,50000.0,서울특별시 성동구 한림말3길
105,105,제제,"음식, 메뉴, 딤섬, 맛있었어요, 식사, 맛있고, 우창, 추천, 가격, 간이","['음식이 맛있는', '추천하는']","음식이 맛있는, 추천하는",서울특별시 성동구 서울숲길,점심 저녁 동일가 1 - 3만원,저녁,"2,106",중식,중식,서울숲,성동구,예약,4.4,183,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 서울숲길
106,106,젤코바세라타,"와인, 메뉴, 음식, 파스타, 서비스, 감자, 맛있었어요, 예약, 좋은, 아이스크림","['주류', '음식이 맛있는', '서비스 좋은']","주류, 음식이 맛있는, 서비스 좋은",서울특별시 성동구 왕십리로16길,점심 1 - 2만원 · 저녁 1 - 4만원,저녁,"1,561",와인,주류,성수,성동구,예약,4.8,111,15000.0,25000.0,10000.0,20000.0,10000.0,40000.0,서울특별시 성동구 왕십리로16길
107,107,주052,"음식, 메뉴, 분위기, 전통주, 좋았어요, 플레이, 좋은, 최고, 맛있었고, 서비스","['서비스 좋은', '추천하는', '분위기 좋은', '주류', '음식이 맛있는']","서비스 좋은, 추천하는, 분위기 좋은, 주류, 음식이 맛있는",서울특별시 성동구 고산자로14길,점심 1 - 3만원 · 저녁 1 - 4만원,저녁,"8,987",한식,한식,왕십리,성동구,예약,4.7,592,20000.0,25000.0,10000.0,30000.0,10000.0,40000.0,서울특별시 성동구 고산자로14길
108,108,진작다이닝,"음식, 분위기, 메뉴, 좋고, 파스타, 맛있게, 깔끔하고, 사진, 예약, 테이블","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 왕십리로14나길,점심 저녁 동일가 1 - 3만원,점심,"5,742",일식,일식,성수,성동구,예약,4.5,331,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 왕십리로14나길
109,109,차만다 서울숲점,"음식, 분위기, 식사, 영국, 맛있었어요, 메뉴, 창가, 서울숲, 시간, 예약","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 서울숲2길,점심 저녁 동일가 1 - 5만원,점심,"2,845",유러피안음식,양식,서울숲,성동구,예약,4.6,283,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서울특별시 성동구 서울숲2길
110,110,청주한씨,"음식, 메뉴, 친구, 맛있고, 생일, 시간, 전통주, 코스, 식사, 좋았습니다","['주류', '음식이 맛있는', '특별한 날']","주류, 음식이 맛있는, 특별한 날",서울특별시 성동구 연무장길,점심 영업안함 · 저녁 4.2만원,저녁,"7,752",전통주,주류,성수,성동구,예약,4.6,483,영업안함,42000.0,,,42000.0,42000.0,서울특별시 성동구 연무장길
111,111,칠칠칠 chillchillchill,"와인, 메뉴, 분위기, 음식, 타르, 추천, 칠칠칠, 좋은, 서비스, 파스타","['서비스 좋은', '주류', '분위기 좋은', '추천하는']","서비스 좋은, 주류, 분위기 좋은, 추천하는",서울특별시 성동구 연무장길,점심 1 - 2만원 · 저녁 1 - 3만원,저녁,"6,241",양식,양식,성수,성동구,예약,4.8,310,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 연무장길
112,112,코치 성수점,"음식, 서비스, 메뉴, 꼬치, 야키토리, 코스, 분위기, 추천, 맛있게, 맛있는","['서비스 좋은', '음식이 맛있는', '분위기 좋은', '추천하는']","서비스 좋은, 음식이 맛있는, 분위기 좋은, 추천하는",서울특별시 성동구 성덕정17길,점심 영업안함 · 저녁 1 - 3만원,저녁,"8,146",야키토리,일식,성수,성동구,예약,4.8,194,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 성덕정17길
113,113,퀴바라 qui va la,"음식, 와인, 시간, 좋은, 분위기, 서비스, 최고, 느낌, 맛있게, 맛있었어요","['서비스 좋은', '추천하는', '분위기 좋은', '주류', '음식이 맛있는']","서비스 좋은, 추천하는, 분위기 좋은, 주류, 음식이 맛있는",서울특별시 성동구 성수일로1길,점심 저녁 동일가 1 - 5만원,저녁,"5,775",프랑스음식,양식,성수,성동구,예약,4.8,433,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서울특별시 성동구 성수일로1길
114,114,퀴버(Quiver) 서울숲,"음식, 맛있어요, 분위기, 좋고, 파스타, 맛있었어요, 떡볶이, 서비스, 스테이크, 가족","['서비스 좋은', '음식이 맛있는', '분위기 좋은']","서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 왕십리로5길,점심 저녁 동일가 1 - 3만원,점심,"3,499",유러피안음식,양식,서울숲,성동구,예약,4.5,229,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 왕십리로5길
115,115,키친오늘 금호점,"메뉴, 음식, 조금, 맛있고, 맛있어요, 예약, 추천, 가격, 맛있게, 분위기","['음식이 맛있는', '분위기 좋은', '추천하는']","음식이 맛있는, 분위기 좋은, 추천하는",서울특별시 성동구 장터5길,점심 영업안함 · 저녁 1 - 3만원,저녁,"1,275",퓨전음식,퓨전,금호,성동구,예약,4.5,106,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 장터5길
116,116,타이거풀,"분위기, 음식, 스테이크, 파스타, 고기, 미디움, 좋고, 샐러드, 좋았습니다, 직원","['친절한', '분위기 좋은']","친절한, 분위기 좋은",서울특별시 성동구 성수이로7가길,점심 저녁 동일가 1 - 3만원,점심,"4,579","스테이크,립",양식,성수,성동구,예약,4.3,379,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 성수이로7가길
117,117,타코튜즈데이,"타코, 음식, 창가, 맛있었어요, 맛있게, 맛있어요, 맥주, 소스, 플래터, 맛집","['주류', '음식이 맛있는']","주류, 음식이 맛있는",서울특별시 성동구 왕십리로10길,점심 저녁 동일가 1 - 5만원,,"3,244",아메리칸음식,양식,성수,성동구,예약,4.6,259,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서울특별시 성동구 왕십리로10길
118,118,테니,"메뉴, 분위기, 음식, 브런치, 서비스, 좋았어요, 좋은, 맛있었어요, 에그베네딕트, 연어","['서비스 좋은', '음식이 맛있는', '분위기 좋은']","서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 뚝섬로17가길,점심 저녁 동일가 1 - 6만원,점심,"2,090",프랑스음식,양식,성수,성동구,예약,4.4,105,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,서울특별시 성동구 뚝섬로17가길
119,119,텐바,"음식, 초밥, 텐바, 메뉴, 분위기, 파스타, 성수, 예약, 좋고, 친구",['분위기 좋은'],분위기 좋은,서울특별시 성동구 연무장길,점심 영업안함 · 저녁 1 - 4만원,저녁,"4,557",이자카야,일식,성수,성동구,예약,4.8,476,영업안함,25000.0,,,10000.0,40000.0,서울특별시 성동구 연무장길
120,120,파라디,"와인, 요리, 추천, 메뉴, 분위기, 서비스, 음식, 맛있어요, 한치, 좋은","['서비스 좋은', '추천하는', '분위기 좋은', '주류', '음식이 맛있는']","서비스 좋은, 추천하는, 분위기 좋은, 주류, 음식이 맛있는",서울특별시 성동구 뚝섬로9길,점심 영업안함 · 저녁 1 - 3만원,저녁,"7,297",와인,주류,성수,성동구,예약,4.9,343,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 뚝섬로9길
121,121,팩피 (FAGP),"파스타, 고수, 음식, 메뉴, 오징어, 리가토니, 팩피, 사람, 식감, 좋은",[],,서울특별시 성동구 왕십리로,점심 2 - 20만원 · 저녁 2 - 38만원,저녁,"9,999+",파스타,양식,성수,성동구,예약,4.7,1295,25000.0,25000.0,20000.0,30000.0,20000.0,30000.0,서울특별시 성동구 왕십리로
122,122,폭폭(POKPOK),"음식, 뇨끼, 메뉴, 맛있었어요, 폭폭, 맛있고, 분위기, 추천, 비스트, 서비스","['서비스 좋은', '음식이 맛있는', '분위기 좋은', '추천하는']","서비스 좋은, 음식이 맛있는, 분위기 좋은, 추천하는",서울특별시 성동구 뚝섬로,점심 저녁 동일가 1 - 3만원,저녁,"1,349",한식,한식,성수,성동구,예약,4.9,78,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 뚝섬로
123,123,플레이버타운,"메뉴, 음식, 가격, 추천, 요리, 족발, 최고, 튀김, 서비스, 와인","['주류', '서비스 좋은', '추천하는']","주류, 서비스 좋은, 추천하는",서울특별시 성동구 서울숲4길,점심 저녁 동일가 1 - 6만원,저녁,"9,999+",아시아음식,아시아음식,서울숲,성동구,예약,4.6,962,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,서울특별시 성동구 서울숲4길
124,124,피키니키 라자냐,"라자냐, 음식, 맛있어요, 좋았어요, 메뉴, 서비스, 샐러드, 당근, 맛있고, 분위기","['서비스 좋은', '음식이 맛있는', '분위기 좋은']","서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 서울숲2길,점심 저녁 동일가 1 - 2만원,점심,889,이탈리아음식,양식,서울숲,성동구,예약,4.6,53,15000.0,15000.0,10000.0,20000.0,10000.0,20000.0,서울특별시 성동구 서울숲2길
125,125,하이홀본,"음식, 와인, 분위기, 서비스, 추천, 맛있게, 요리, 좋고, 좋은, 꽃다발","['서비스 좋은', '추천하는', '분위기 좋은', '주류', '음식이 맛있는']","서비스 좋은, 추천하는, 분위기 좋은, 주류, 음식이 맛있는",서울특별시 성동구 독서당로48길,점심 저녁 동일가 2 - 4만원,점심,"1,369",양식,양식,옥수,성동구,예약,4.9,101,30000.0,30000.0,20000.0,40000.0,20000.0,40000.0,서울특별시 성동구 독서당로48길
126,126,한우드림,"한우, 고기, 드림, 라면, 파김치, 서비스, 카레, 맛있고, 볶음밥, 식사","['음식이 맛있는', '서비스 좋은']","음식이 맛있는, 서비스 좋은",서울특별시 성동구 고산자로,점심 영업안함 · 저녁 11만원,저녁,"2,019",소고기구이,한식,마장,성동구,예약,4.6,233,영업안함,110000.0,,,110000.0,110000.0,서울특별시 성동구 고산자로
127,127,핫쵸 성수,"음식, 분위기, 좋았어요, 직원, 노미, 서비스, 입장, 가격, 구경, 맛있었어요","['친절한', '서비스 좋은', '음식이 맛있는', '분위기 좋은']","친절한, 서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 왕십리로5길,점심 저녁 동일가 1 - 2만원,저녁,"7,196",일식,일식,서울숲,성동구,웨이팅,4.6,440,15000.0,15000.0,10000.0,20000.0,10000.0,20000.0,서울특별시 성동구 왕십리로5길
128,128,핫쵸 성수,"음식, 분위기, 좋았어요, 직원, 노미, 서비스, 입장, 가격, 구경, 맛있었어요","['친절한', '서비스 좋은', '음식이 맛있는', '분위기 좋은']","친절한, 서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 왕십리로5길,점심 저녁 동일가 1 - 2만원,저녁,"7,196",일식,일식,서울숲,성동구,예약,4.6,440,15000.0,15000.0,10000.0,20000.0,10000.0,20000.0,서울특별시 성동구 왕십리로5길
129,129,핫쵸 성수,"음식, 분위기, 좋았어요, 직원, 노미, 서비스, 입장, 가격, 구경, 맛있었어요","['친절한', '서비스 좋은', '음식이 맛있는', '분위기 좋은']","친절한, 서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 왕십리로5길,점심 저녁 동일가 1 - 2만원,저녁,"7,196",일식,일식,서울숲,성동구,예약-웨이팅,4.6,440,15000.0,15000.0,10000.0,20000.0,10000.0,20000.0,서울특별시 성동구 왕십리로5길
130,130,햄서울 HAM SEOUL,"와인, 음식, 추천, 메뉴, 분위기, 타르, 파스타, 가격, 옥수수, 좋고","['주류', '분위기 좋은', '추천하는']","주류, 분위기 좋은, 추천하는",서울특별시 성동구 광나루로,점심 영업안함 · 저녁 1 - 4만원,저녁,"2,745",양식,양식,성수,성동구,예약,4.9,213,영업안함,25000.0,,,10000.0,40000.0,서울특별시 성동구 광나루로
131,131,호감도,"스지찜, 메뉴, 음식, 분위기, 맛있고, 서비스, 직원, 맛있었어요, 좋았습니다, 좋은","['친절한', '서비스 좋은', '음식이 맛있는', '분위기 좋은']","친절한, 서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 연무장9길,점심 저녁 동일가 1 - 3만원,저녁,"8,866",일식,일식,성수,성동구,예약,4.7,435,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 연무장9길
132,132,호미담,"분위기, 음식, 맛있어요, 추천, 감자전, 좋고, 좋아요, 종류, 한식, 좋은","['음식이 맛있는', '분위기 좋은', '추천하는']","음식이 맛있는, 분위기 좋은, 추천하는",서울특별시 성동구 상원2길,점심 저녁 동일가 1 - 3만원,저녁,"1,084",한식,한식,성수,성동구,웨이팅,4.7,143,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 상원2길
133,133,희릿,"분위기, 비프, 웰링턴, 테라스, 음식, 메뉴, 뇨끼, 와인, 좋은, 파스타","['주류', '분위기 좋은']","주류, 분위기 좋은",서울특별시 성동구 왕십리로2길,점심 2 - 5만원 · 저녁 7 - 10만원,저녁,"9,999+",브런치,양식,서울숲,성동구,예약,4.5,1121,20000.0,25000.0,10000.0,30000.0,10000.0,40000.0,서울특별시 성동구 왕십리로2길
